column_index,label_id,feature_name,atlas,disease,coverage_status,evidence_consistency,association_count,reference_ids,search_scope,search_alias,coverage_limit
18,19,Frontal_Sup_Medial_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Sup Medial L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
18,19,Frontal_Sup_Medial_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Sup Medial L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
19,20,Frontal_Sup_Medial_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Sup Medial R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
19,20,Frontal_Sup_Medial_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Sup Medial R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
20,21,Frontal_Med_Orb_L,AAL3,AD,direct,see_individual_associations,2,Kang2024;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Med Orb L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
20,21,Frontal_Med_Orb_L,AAL3,MCI,direct,see_individual_associations,2,Kang2024;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Med Orb L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
21,22,Frontal_Med_Orb_R,AAL3,AD,direct,see_individual_associations,2,Kang2024;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Med Orb R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
21,22,Frontal_Med_Orb_R,AAL3,MCI,direct,see_individual_associations,2,Kang2024;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Frontal Med Orb R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
22,23,Rectus_L,AAL3,AD,direct,mixed_significance_or_measurement,4,Frontal2026;Kang2024;Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Rectus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
22,23,Rectus_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Rectus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
23,24,Rectus_R,AAL3,AD,direct,mixed_significance_or_measurement,4,Frontal2026;Kang2024;Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Rectus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
23,24,Rectus_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Rectus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
24,25,OFCmed_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCmed L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
24,25,OFCmed_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCmed L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
25,26,OFCmed_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCmed R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
25,26,OFCmed_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCmed R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
26,27,OFCant_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCant L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
26,27,OFCant_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCant L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
27,28,OFCant_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCant R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
27,28,OFCant_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCant R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
28,29,OFCpost_L,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCpost L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
28,29,OFCpost_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCpost L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
29,30,OFCpost_R,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCpost R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
29,30,OFCpost_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFCpost R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
30,31,OFClat_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFClat L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
30,31,OFClat_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFClat L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
31,32,OFClat_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFClat R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
31,32,OFClat_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",OFClat R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
32,33,Insula_L,AAL3,AD,direct,see_individual_associations,3,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Insula L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
32,33,Insula_L,AAL3,MCI,direct,see_individual_associations,3,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Insula L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
33,34,Insula_R,AAL3,AD,direct,see_individual_associations,3,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Insula R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
33,34,Insula_R,AAL3,MCI,direct,see_individual_associations,3,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Insula R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
34,37,Cingulate_Mid_L,AAL3,AD,direct,conflicting_directions,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
34,37,Cingulate_Mid_L,AAL3,MCI,direct,conflicting_directions,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
35,38,Cingulate_Mid_R,AAL3,AD,direct,conflicting_directions,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
35,38,Cingulate_Mid_R,AAL3,MCI,direct,conflicting_directions,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
36,39,Cingulate_Post_L,AAL3,AD,direct,see_individual_associations,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Post L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
36,39,Cingulate_Post_L,AAL3,MCI,direct,see_individual_associations,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Post L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
37,40,Cingulate_Post_R,AAL3,AD,direct,see_individual_associations,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Post R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
37,40,Cingulate_Post_R,AAL3,MCI,direct,see_individual_associations,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cingulate Post R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
38,41,Hippocampus_L,AAL3,AD,direct,see_individual_associations,5,Fjell2010;Ledig2018;Wang2015;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Hippocampus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
38,41,Hippocampus_L,AAL3,MCI,direct,see_individual_associations,6,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Hippocampus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
39,42,Hippocampus_R,AAL3,AD,direct,see_individual_associations,5,Fjell2010;Ledig2018;Wang2015;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Hippocampus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
39,42,Hippocampus_R,AAL3,MCI,direct,see_individual_associations,6,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Hippocampus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
40,43,ParaHippocampal_L,AAL3,AD,direct,see_individual_associations,3,Kang2024;Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",ParaHippocampal L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
40,43,ParaHippocampal_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",ParaHippocampal L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
41,44,ParaHippocampal_R,AAL3,AD,direct,see_individual_associations,3,Kang2024;Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",ParaHippocampal R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
41,44,ParaHippocampal_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",ParaHippocampal R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
42,45,Amygdala_L,AAL3,AD,direct,see_individual_associations,4,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Amygdala L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
42,45,Amygdala_L,AAL3,MCI,direct,mixed_significance_or_measurement,6,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Amygdala L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
43,46,Amygdala_R,AAL3,AD,direct,see_individual_associations,4,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Amygdala R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
43,46,Amygdala_R,AAL3,MCI,direct,see_individual_associations,6,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Amygdala R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
44,47,Calcarine_L,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Calcarine L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
44,47,Calcarine_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Calcarine L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
45,48,Calcarine_R,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Calcarine R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
45,48,Calcarine_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Calcarine R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
46,49,Cuneus_L,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cuneus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
46,49,Cuneus_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cuneus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
47,50,Cuneus_R,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cuneus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
47,50,Cuneus_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cuneus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
48,51,Lingual_L,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Lingual L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
48,51,Lingual_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Lingual L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
49,52,Lingual_R,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Lingual R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
49,52,Lingual_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Lingual R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
50,53,Occipital_Sup_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
50,53,Occipital_Sup_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
51,54,Occipital_Sup_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
51,54,Occipital_Sup_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
