phenotype,field_id,description,unit,relationship,direct_process_coefficients,shared_liability_coefficients,background_traits,rule
E4_DM2,30020,Haemoglobin concentration,g/dL,direct,effect:gfr=-4,age=0.55,age renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30050,Mean corpuscular haemoglobin,pg,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30040,Mean corpuscular volume,fL,indirect,none,none explicitly shared,male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30080,Platelet count,10^9 cells/L,indirect,none,age=0.55; bmi=0.7,age male female menopause bmi smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30010,Red blood cell (erythrocyte) count,10^12 cells/L,direct,effect:gfr=-4,age=0.55,age renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30000,White blood cell (leukocyte) count,10^9 cells/L,indirect,none,bmi=0.7,bmi smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30620,Alanine aminotransferase,U/L,direct,management:bmi=-0.3,bmi=0.7,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30650,Aspartate aminotransferase,U/L,direct,management:bmi=-0.3,bmi=0.7,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30710,C-reactive protein,mg/L,direct,management:bmi=-0.3,age=0.55; bmi=0.7,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30690,Cholesterol,mmol/L,direct,effect:log_tg=0.19; effect:hdl=-0.07; management:ldl=-0.2,age=0.55; bmi=0.7; insulin=1.05,age bmi lipid insulin male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30700,Creatinine,umol/L,direct,effect:gfr=-4; management:bmi=-0.3,age=0.55; bmi=0.7,age renal bmi male female,"Current BMI/height modifies fat-free mass and thus the creatinine muscle-mass factor. Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30740,Glucose,mmol/L,direct,effect:glucose=3.8; management:glucose=-2.4,age=0.55; bmi=0.7; insulin=1.05,age bmi insulin,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30750,Glycated haemoglobin (HbA1c),mmol/mol,direct,effect:glucose=3.8; effect:gfr=-4; management:glucose=-2.4,age=0.55; bmi=0.7; insulin=1.05,age bmi insulin renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30760,HDL cholesterol,mmol/L,direct,effect:hdl=-0.07,bmi=0.7,bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30780,LDL direct,mmol/L,direct,management:ldl=-0.2,age=0.55; bmi=0.7,age bmi lipid,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30870,Triglycerides,mmol/L,direct,effect:log_tg=0.19,bmi=0.7; insulin=1.05,bmi insulin lipid male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30880,Urate,umol/L,direct,effect:gfr=-4,age=0.55; bmi=0.7,age renal bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
E4_DM2,30670,Urea,mmol/L,direct,effect:gfr=-4,age=0.55,age renal male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,21022,Age at recruitment,years,indirect,none,age=0.45,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,31,Gender,binary code,indirect,none,none explicitly shared,male female menopause,No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used.
N14_CHRONKIDNEYDIS,709,Number in household,persons,indirect,none,age=0.45,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,4079,"Diastolic blood pressure, automated reading",mmHg,indirect,none,age=0.45; vascular=0.3,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,4080,"Systolic blood pressure, automated reading",mmHg,direct,effect:sbp=5; management:sbp=-4,age=0.45; vascular=0.3,age bmi vascular,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,102,"Pulse rate, automated reading",bpm,indirect,none,age=0.45,age bmi smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,48,Waist circumference,cm,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,21002,Weight,kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,21001,Body mass index (BMI),kg/m^2,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,50,Standing height,cm,indirect,none,age=0.45,age male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23116,Leg fat mass (left),kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23112,Leg fat mass (right),kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23124,Arm fat mass (left),kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23120,Arm fat mass (right),kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23128,Trunk fat mass,kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23099,Body fat percentage,%,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23100,Whole body fat mass,kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23101,Whole body fat-free mass,kg,indirect,none,age=0.45,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,23102,Whole body water mass,kg,direct,effect:gfr=-33; management:gfr=3,age=0.45; renal=1.1,age bmi male female renal,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,874,Duration of walks,minutes/day,indirect,none,age=0.45,age bmi,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,864,Number of days/week walked 10+ minutes,days/week,indirect,none,age=0.45,age bmi,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,20116,Smoking status,category code,direct,recognized-diagnosis cessation hazard=0.035,age=0.45,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,1239,Current tobacco smoking,category code,direct,recognized-diagnosis cessation hazard=0.035,age=0.45,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,20117,Alcohol drinker status,category code,direct,recognized-diagnosis drinking cessation hazard=0.045,age=0.45,age male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30030,Haematocrit percentage,%,direct,effect:gfr=-33; effect:rbc=-0.16; management:gfr=3,age=0.45; renal=1.1,age renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30020,Haemoglobin concentration,g/dL,direct,effect:gfr=-33; effect:rbc=-0.16; management:gfr=3,age=0.45; renal=1.1,age renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30050,Mean corpuscular haemoglobin,pg,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30040,Mean corpuscular volume,fL,indirect,none,none explicitly shared,male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30080,Platelet count,10^9 cells/L,direct,effect:inflammation=0.25,age=0.45,age male female menopause bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30010,Red blood cell (erythrocyte) count,10^12 cells/L,direct,effect:gfr=-33; effect:rbc=-0.16; management:gfr=3,age=0.45; renal=1.1,age renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30000,White blood cell (leukocyte) count,10^9 cells/L,direct,effect:inflammation=0.25,none explicitly shared,bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30620,Alanine aminotransferase,U/L,direct,effect:inflammation=0.25,none explicitly shared,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30650,Aspartate aminotransferase,U/L,direct,effect:inflammation=0.25,none explicitly shared,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30710,C-reactive protein,mg/L,direct,effect:inflammation=0.25,age=0.45,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30690,Cholesterol,mmol/L,indirect,none,age=0.45; insulin=0.25,age bmi lipid insulin male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30700,Creatinine,umol/L,direct,effect:gfr=-33; management:gfr=3,age=0.45; renal=1.1,age renal bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30740,Glucose,mmol/L,indirect,none,age=0.45; insulin=0.25,age bmi insulin,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30750,Glycated haemoglobin (HbA1c),mmol/mol,direct,effect:gfr=-33; management:gfr=3,age=0.45; renal=1.1; insulin=0.25,age bmi insulin renal male female menopause,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30760,HDL cholesterol,mmol/L,indirect,none,none explicitly shared,bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30780,LDL direct,mmol/L,indirect,none,age=0.45,age bmi lipid,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30870,Triglycerides,mmol/L,indirect,none,insulin=0.25,bmi insulin lipid male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30880,Urate,umol/L,direct,effect:gfr=-33; management:gfr=3,age=0.45; renal=1.1,age renal bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
N14_CHRONKIDNEYDIS,30670,Urea,mmol/L,direct,effect:gfr=-33; management:gfr=3,age=0.45; renal=1.1,age renal male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Kidney history activity probability is 0.69 with an 0.085 severe-tail probability; normal current values after a resolved episode are allowed. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
J10_ASTHMA_MAIN_EXMORE,21022,Age at recruitment,years,indirect,none,none explicitly shared,age,No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used.
J10_ASTHMA_MAIN_EXMORE,31,Gender,binary code,indirect,none,female=0.18,male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
J10_ASTHMA_MAIN_EXMORE,709,Number in household,persons,indirect,none,none explicitly shared,age,No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used.
J10_ASTHMA_MAIN_EXMORE,4079,"Diastolic blood pressure, automated reading",mmHg,indirect,none,bmi=0.22,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
